iter	Logloss
281	0.6221984192
282	0.6221503239
283	0.6221302469
284	0.6220928511
285	0.6220831288
286	0.6220581293
287	0.6220283121
288	0.622011235
289	0.6219780149
290	0.6219579039
291	0.6219465247
292	0.6219133896
293	0.6218678334
294	0.6218435244
295	0.6218175856
296	0.6217905223
297	0.6217682437
298	0.6217668214
299	0.6217527006
300	0.6217150667
301	0.6216875567
302	0.6216770559
303	0.6216655312
304	0.6216355754
305	0.621628403
306	0.6216144102
307	0.6215693473
308	0.6215508638
309	0.6215444932
310	0.6215285931
311	0.6215112765
312	0.6214919384
313	0.6214605268
314	0.6214287839
315	0.6214181684
316	0.6213907122
317	0.6213720383
318	0.6213386153
319	0.6213153057
320	0.6212825703
321	0.6212446229
322	0.6212153492
323	0.6211892502
324	0.6211687313
325	0.6211462424
326	0.6211137629
327	0.6210976641
328	0.6210642327
329	0.6210378682
330	0.6210216132
331	0.6209968622
332	0.6209624303
333	0.6209567045
334	0.6209420537
335	0.6209174138
336	0.6208704024
337	0.6208405384
338	0.6207928738
339	0.6207571102
340	0.620716407
341	0.6206861663
342	0.6206648422
343	0.6206275108
344	0.6206031437
345	0.620597309
346	0.6205743654
347	0.6205114417
348	0.6204867819
349	0.6204648997
350	0.6204563595
351	0.6204330232
352	0.6203649783
353	0.6203503951
354	0.6203284044
355	0.6203052689
356	0.6202922393
357	0.6202824511
358	0.6202425429
359	0.6202054981
360	0.6201913361
361	0.6201395349
362	0.6201246072
363	0.6200716576
364	0.620042768
365	0.6200235246
366	0.6200178812
367	0.6199975879
368	0.6199949141
369	0.6199736096
370	0.619960127
371	0.6199263476
372	0.6198977311
373	0.6198769966
374	0.6198490705
375	0.6198188337
376	0.6197994814
377	0.6197685519
378	0.619739428
379	0.6197217989
380	0.6196953237
381	0.6196628025
382	0.619655486
383	0.6196417778
384	0.6196280516
385	0.6196134372
386	0.619572238
387	0.6195286488
388	0.619524006
389	0.6195102858
390	0.6194975568
391	0.6194897685
392	0.6194729943
393	0.6194547877
394	0.6194168487
395	0.6194047358
396	0.6193706353
397	0.619332887
398	0.6193035674
399	0.6192706648
400	0.6192543317
401	0.6192385756
402	0.6192049025
403	0.6191794193
404	0.6191722422
405	0.6191635197
406	0.6191513139
407	0.6191318944
408	0.6190941344
409	0.6190695637
410	0.6190458336
411	0.6190033341
412	0.6189827656
413	0.6189419176
414	0.6189291322
415	0.6189018283
416	0.6188834532
417	0.6188585333
418	0.6188290764
419	0.6187999933
420	0.6187737174
421	0.6187550927
422	0.6187397932
423	0.6187223316
424	0.6187020651
425	0.6186711188
426	0.6186400204
427	0.6186241792
428	0.6185990901
429	0.6185744388
430	0.6185482263
431	0.6185276361
432	0.6185078659
433	0.61846831
434	0.6184438022
435	0.6184368648
436	0.6184269352
437	0.6184137858
438	0.6183699473
439	0.6183356491
440	0.6183248286
441	0.6182934518
442	0.6182771969
443	0.6182685275
444	0.6182660919
445	0.6182578758
446	0.6182372101
447	0.6181992531
448	0.6181992517
449	0.6181537362
450	0.6181291557
451	0.6181177621
452	0.6181008037
453	0.618080718
454	0.618049802
455	0.6180436649
456	0.6180052254
457	0.6179842975
458	0.6179481484
459	0.6179453783
460	0.6179300423
461	0.6179039847
462	0.6178865093
463	0.6178412375
464	0.6178247424
465	0.6178202851
466	0.617811003
467	0.6177950033
468	0.6177577339
469	0.6177315147
470	0.6177048684
471	0.6176810373
472	0.6176615291
473	0.6176381399
474	0.6176173784
475	0.6175623917
476	0.6175572748
477	0.6175380469
478	0.6175063167
479	0.6174789181
480	0.6174509931
481	0.6174158002
482	0.6173948451
483	0.6173798194
484	0.6173580789
485	0.6173371016
486	0.6173076027
487	0.617283963
488	0.6172731672
489	0.6172460976
490	0.6172072324
491	0.6171691348
492	0.6171345217
493	0.6171126297
494	0.617082145
495	0.6170458653
496	0.6170331941
497	0.6170085145
498	0.6170040081
499	0.6169661688
500	0.6169547551
501	0.6169095446
502	0.6168950517
503	0.616856493
504	0.6168300547
505	0.6168179183
506	0.6167898763
507	0.6167669982
508	0.6167439126
509	0.6167161081
510	0.6166970639
511	0.6166914939
512	0.6166646085
513	0.6166336084
514	0.6166138311
515	0.6165934534
516	0.6165843083
517	0.6165554613
518	0.6165383243
519	0.6165161393
520	0.6164951384
521	0.6164890192
522	0.6164766413
523	0.6164586968
524	0.6164135461
525	0.6163810587
526	0.6163650466
527	0.6163087004
528	0.6162785149
529	0.6162654468
530	0.6162583219
531	0.6162171432
532	0.6162112846
533	0.6161943932
534	0.6161865927
535	0.6161732761
536	0.6161645495
537	0.6161543882
538	0.6161377698
539	0.616093938
540	0.6160498985
541	0.6160316641
542	0.616014682
543	0.615978576
544	0.615953286
545	0.6159242182
546	0.6159117878
547	0.6158790253
548	0.6158406358
549	0.6158242434
550	0.6158110804
551	0.61578972
552	0.6157814998
553	0.6157591507
554	0.6157538636
555	0.6157398972
556	0.6156948974
557	0.6156716333
558	0.6156299302
559	0.6156158711
560	0.6156065108
561	0.6155763892
562	0.6155633706
563	0.6155507865
564	0.6155115544
565	0.6155035911
566	0.6154893971
567	0.6154726781
568	0.615460951
569	0.6154548421
570	0.6154238122
571	0.6154124406
572	0.6153911567
573	0.6153535581
574	0.6153309391
575	0.6153179445
576	0.6153056471
577	0.6152813668
578	0.6152739322
579	0.6152564329
580	0.615226354
581	0.6152083159
582	0.6151864322
583	0.6151567176
584	0.6151458
585	0.6151220317
586	0.6151177404
587	0.6151162816
588	0.6151071606
589	0.6150965927
590	0.6150760334
591	0.6150601372
592	0.6150310819
593	0.6150071375
594	0.6149665463
595	0.6149370316
596	0.6148984557
597	0.6148702546
598	0.614859793
599	0.6148472516
600	0.6148223736
601	0.6147970752
602	0.6147839896
603	0.6147474993
604	0.6147349709
605	0.6147135656
606	0.6146898331
607	0.614668703
608	0.6146294485
609	0.6146084141
610	0.6145941695
611	0.6145574953
612	0.6145321301
613	0.614506467
614	0.6144753754
615	0.6144564581
616	0.6144505133
617	0.6144222523
618	0.6144086381
619	0.6143773113
620	0.6143554424
621	0.614319228
622	0.6142992257
623	0.6142635952
624	0.6142333241
625	0.6142063195
626	0.6141944026
627	0.6141887444
628	0.614167362
629	0.6141448506
630	0.6141164677
631	0.6140985148
632	0.6140744054
633	0.6140588706
634	0.6140466995
635	0.6140205897
636	0.6140052482
637	0.6140029692
638	0.6139794739
639	0.6139696454
640	0.6139632595
641	0.6139384216
642	0.6139286289
643	0.6139067344
644	0.6138757332
645	0.6138528117
646	0.6138267208
647	0.6138049883
648	0.6137875262
649	0.6137817602
650	0.6137795467
651	0.6137670976
652	0.6137609961
653	0.6137345145
654	0.6137101865
655	0.6137060664
656	0.6136944144
657	0.6136748697
658	0.6136557163
659	0.6136500266
660	0.6136222089
661	0.613609774
662	0.6135990358
663	0.6135902871
664	0.6135704054
665	0.6135666632
666	0.6135445396
667	0.6135396683
668	0.6135283523
669	0.6135155673
670	0.6134898189
671	0.613457376
672	0.6134243538
673	0.6134087527
674	0.6133901931
675	0.6133553819
676	0.6133348109
677	0.6133054811
678	0.6132826241
679	0.6132551766
680	0.6132374525
681	0.613217151
682	0.6132056331
683	0.6131803116
684	0.6131715488
685	0.6131269102
686	0.6131196805
687	0.6131075295
688	0.6130964024
689	0.6130863031
690	0.6130676667
691	0.6130559132
692	0.6130343446
693	0.613011477
694	0.6129973244
695	0.6129698495
696	0.6129491932
697	0.6129277931
698	0.612909652
699	0.6128904873
700	0.6128733197
701	0.6128643579
702	0.6128483685
703	0.6128206678
704	0.6128107511
705	0.6127971755
706	0.6127821568
707	0.6127626922
708	0.6127606164
709	0.6127454724
710	0.6127284872
711	0.6127140891
712	0.612687415
713	0.6126728581
714	0.6126535453
715	0.6126457126
716	0.6126262316
717	0.6126019775
718	0.612585299
719	0.6125660788
720	0.6125547134
721	0.6125336023
722	0.6125100674
723	0.6125073006
724	0.6124738338
725	0.6124519333
726	0.6124351357
727	0.6124263126
728	0.6124095354
729	0.6123848442
730	0.6123748217
731	0.612371635
732	0.6123490026
733	0.6123439375
734	0.6123235013
735	0.6123101706
736	0.6122667979
737	0.6122601939
738	0.6122288134
739	0.6122114224
740	0.612192926
741	0.612162543
742	0.6121493986
743	0.6121363403
744	0.6121276027
745	0.6121194784
746	0.6120891257
747	0.6120559183
748	0.6120258844
749	0.6120078255
750	0.6119983669
751	0.6119739741
752	0.6119581097
753	0.6119318326
754	0.6119106905
755	0.6118999912
756	0.6118852775
757	0.6118616143
758	0.6118185652
759	0.6118048186
760	0.6117863339
761	0.6117786397
762	0.6117621795
763	0.6117460829
764	0.6117308367
765	0.6117253806
766	0.6116891058
767	0.6116624155
768	0.6116419373
769	0.6116243322
770	0.6116008327
771	0.6115804051
772	0.6115551516
773	0.6115465459
774	0.6115199385
775	0.6115113766
776	0.6114904464
777	0.6114727355
778	0.6114527193
779	0.6114478428
780	0.6114402403
781	0.6114302917
782	0.6114162511
783	0.6113887191
784	0.61136504
785	0.6113572949
786	0.6113021297
787	0.6112828195
788	0.611278395
789	0.6112725899
790	0.6112570972
791	0.611245144
792	0.611239994
793	0.6112224612
794	0.6111933506
795	0.6111513304
796	0.6111487424
797	0.6111418095
798	0.6111264465
799	0.6111128583
800	0.6111033355
801	0.6110836512
802	0.6110497992
803	0.6110328727
804	0.6110187727
805	0.6110075564
806	0.6110050255
807	0.6109890825
808	0.6109704508
809	0.6109479853
810	0.6109240896
811	0.6109129788
812	0.610883945
813	0.6108674706
814	0.6108482736
815	0.6108351869
816	0.610812731
817	0.6108008035
818	0.6107802934
819	0.6107634741
820	0.6107404994
821	0.6107270619
822	0.6107200377
823	0.6107011315
824	0.6106870741
825	0.610650903
826	0.6106436511
827	0.610630194
828	0.6106151093
829	0.6105991849
830	0.6105713898
831	0.6105531533
832	0.6105317115
833	0.6105218371
834	0.6105036597
835	0.6104929038
836	0.6104770055
837	0.6104681292
838	0.6104611042
839	0.6104418131
840	0.6104265426
841	0.6104026516
842	0.6103884418
843	0.6103714753
844	0.6103544072
845	0.6103323769
846	0.6103242268
847	0.6103015989
848	0.6102889884
849	0.6102632501
850	0.6102525578
851	0.6102283647
852	0.6102167049
853	0.6101968133
854	0.6101812127
855	0.6101598939
856	0.6101445958
857	0.6101287358
858	0.6101228963
859	0.6101057376
860	0.610105547
861	0.6100968573
862	0.6100831325
863	0.6100635483
864	0.610055711
865	0.6100364128
866	0.6100260976
867	0.6100059656
868	0.6099871541
869	0.609966687
870	0.6099575147
871	0.6099343768
872	0.6099035011
873	0.6098939192
874	0.6098878208
875	0.6098750265
876	0.6098663377
877	0.6098504038
878	0.6098444614
879	0.6098406188
880	0.6098247498
881	0.6098056817
882	0.6097894978
883	0.6097795899
884	0.6097714721
885	0.6097545783
886	0.6097379179
887	0.609698588
888	0.6096968176
889	0.6096728056
890	0.6096609223
891	0.6096464252
892	0.6096387022
893	0.6096227789
894	0.6096008606
895	0.6095842708
896	0.6095760357
897	0.6095502944
898	0.6095320504
899	0.6095115258
900	0.6094981877
901	0.6094884442
902	0.6094721143
903	0.6094495092
904	0.6094391909
905	0.6094263828
906	0.6094200284
907	0.6094087899
908	0.6093889496
909	0.6093735118
910	0.6093603845
911	0.6093482873
912	0.6093263411
913	0.6093012357
914	0.6092922993
915	0.6092631763
916	0.6092372617
917	0.6092138296
918	0.6091909422
919	0.6091576086
920	0.6091411651
921	0.6091242329
922	0.6091016674
923	0.6090872739
924	0.6090677139
925	0.6090469564
926	0.6090302246
927	0.60901778
928	0.6089940223
929	0.6089823934
930	0.6089746987
931	0.6089510274
932	0.6089359971
933	0.6089072084
934	0.6088993761
935	0.6088801433
936	0.6088626004
937	0.6088436606
938	0.6088354346
939	0.6088252423
940	0.6088195118
941	0.6088032982
942	0.6087867257
943	0.6087750943
944	0.6087580447
945	0.6087511828
946	0.6087378295
947	0.6087100141
948	0.608694589
949	0.6086847379
950	0.6086653506
951	0.6086443629
952	0.608610961
953	0.6086013865
954	0.6085927939
955	0.6085728576
956	0.6085637324
957	0.6085441649
958	0.6085178254
959	0.6084877868
960	0.6084563395
961	0.6084414867
962	0.608436532
963	0.6084301808
964	0.608420414
965	0.6083877642
966	0.6083827046
967	0.6083596455
968	0.6083506129
969	0.6083441829
970	0.6083232379
971	0.6083101378
972	0.6082948946
973	0.6082818742
974	0.6082737489
975	0.608237048
976	0.6081920446
977	0.6081534241
978	0.6081360854
979	0.6081101101
980	0.6080789187
981	0.6080703551
982	0.6080411277
983	0.6080299946
984	0.6079975415
985	0.6079738183
986	0.6079342577
987	0.6079270528
988	0.6079092142
989	0.6078894739
990	0.6078712647
991	0.6078555477
992	0.607842292
993	0.6078389063
994	0.6078246391
995	0.6078150456
996	0.6078043138
997	0.6077789367
998	0.6077654935
999	0.6077317815
